sentence,sentiment
the company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached eur 141 7 million,1
the estimated value of the deal is usd 9 2 million,0
commexes turnover in first fortnight of nov dip by 65 per cent,2
aspocomp said it will spin off its chinese and indian units and some equipment from its salo plant in finland into a newly formed unit most of which it will then sell on to hong kong listed meadville,0
oil prices down ahead of us stockpiles report,2
by combining its existing solutions into a single platform comptel said that it has reduced the cost of deployment,1
kpmg appoints samik nandi as partner of erp adivisory practice,0
8330 should act as immediate support for nifty mitesh thacker,0
ruukki romania the local arm of finnish metal producer ruukki increased its capital by 900 000 euro 1 14 mln through cash contribution it was reported on september 19 2006,1
hpcl to gain most from diesel deregulation jefferies,1
p padmanabhan takes charge as md numaligarh refinery ltd,0
aspo plc stock exchange announcement may 4 2006 at 10 00 a m an increase in the share capital of aspo plc totaling eur 1 125 60 was registered today,1
member of the hk ruokatalo group in finland scan is launching a joint venture slaughterhouse with team ugglarp in sk ne southern sweden,0
videocon d2h to file fresh draft prospectus for initial public offering,0
over 275 independent directorships vacant at nse listed companies,0
investor confidence to be back with infosys gaurang shah,1
in for a shiny coat kansai nerolac to be a major beneficiary of the expected auto sector revival,1
scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics,0
argentine markets fall post default ny hearing on friday,2
narayana hrudayalaya ipo oversubscribed 8 63 times,1
bullish on tyres sudip bandyopadhyay,1
adp news feb 25 2009 finnish printed circuit board pcb maker aspocomp group oyj hel acg1v said today it swung to a net profit of eur 300 000 usd 385 000 for 2008 versus a net loss of eur 65 3 million,1
sundeep bhandari resigns from cairn india,0
operating profit for the 12 month period decreased from eur17 9 m while net sales increased from eur58 3 m as compared to 2007,2
rt bman1 lng looks primed also eght poised to run too,1
profit booking by institutions may have triggered steep fall in vakrangee ambareesh baliga,2
no moody s high sensex ends day 177 points up,1
hong kong shares snap 3 days of losses as global outlook improves,2
nagarjuna fertilizer can go back to rs 26 27 rcf to rs 80 ashwani gujral,0
bearish for stock markets currently sandip sabharwal,2
rajnikant patel leaves indian commodity exchange posts,0
crisil net rises 38 per cent in january march quarter,1
microsoft also churned up its courtship agreeing to use the navteq mapping service which is offered by a company nokia bought for 8 1 billion a few years ago,1
the company has the poser who wants to impress people with the latest handset,0
sell hindustan unilever ltd with a stop loss of rs 570 sandeep wagle,2
the increase range will vary up to 10,0
market report aviva tops the market as traders approve of its choice of friends,1
pnb shares down nearly 5 per cent as earnings disappoint,2
irb infrastructure rallies 4 despite reporting 24 decline in q3 net profit,1
worries mount about chinese economy three reasons why china stocks plunged 8 48,2
ex sbi chief op bhatt to join panel probing pr professional charudutta deshpandes death,0
alma media s net sales in 2009 totalled meur 307 8 with an operating margin of 13 5 per cent,0
the company said that currently the french distribution unit ragot is located in loudeac normandy the distribution unit waterqueen and line supplier tortue in saint marcel in mid france and the hook manufacturing unit vmc and hook distribution unit vmc europe in morvillars,0
10 year bonds pare gains after budget announcements,2
jyothy labs registers 89 9 jump in net profit in q2 fy15,1
in september 2010 the finnish group agreed to buy danish company rose poultry a s for up to eur23 9 m in a combination of cash and stock,1
buy ab nuvo ltd with a target of rs 1925 mitesh thacker,1
bank of america finds a 4 bn mistake suspends buyback dividend hike plans,2
analysts bearish on hindalco as jharkhand shuts bauxite mines,2
in august latvijas finieris ordered all production lines for a new green veneer mill to be built in ukmerge lithuania,0
sharp fall seen if nifty breaks 5400,2
this truly takes efficiency to new heights mr metso adds,1
remain cautious on defence stocks iv subramaniam,2
global growth concerns trim asia fx weekly gains,2
top brokers recommend subscribe to syngene international ipo here why,0
sensex loses 305 points is it the start of a market meltdown,2
indo rama synthetics q3 net profit at rs 47 08 cr,0
preview top five things to watch out for in biocons q4 results,0
startup exchange aquis to add eight new markets,0
operating profit totaled eur 18 6 mn or 8 3 of net sales,0
pfizer rallies over 6 on acquisition plans scales above rs 2000,1
also the traditional grapevine carries a lot of weight,0
sell wipro ltd at a target of rs 501 sandeep wagle,2
the new apartment block is going up very close to the city center explained chairman of the board of as yit ehitus priit sauk,0
fmc turns the heat on ucx orders a forensic audit now,0
cipla posts rs 284 crore profit for q3,1
lassila tikanoja s operating profit excluding non recurring and imputed items for the second quarter was eur11 3 m down from eur13 8 m a year ago,2
nothing much is going to happen in the midcap it space p phani sekhar,2
southern petrochemicals up 9 8 on hc nod for debt waiver,1
ramsarup industries surges on stake sale reports,1
clean chit to halol plant strategic buys key for sun pharma s future,1
expense ratio was 102 6 compared to 92 9 in the corresponding period in 2005,2
the contract was signed in august with papua new guinea based lihir gold ltd asx lgl,1
varun shipping posts net profit of rs 11 81 cr for dec qtr,0
gail q1 net drops 32 at rs 424 14 crore,2
t bill rates spurt as investors link price to term repo,1
longpos tsla 256 break out thru 50 200 dma 197 230 upper head res 274 279 short squeeze in progress nr term obj 310 stop loss 239,1
wait and watch for nbfc stocks in present situation iifl wealth,0
steady track record to drive profit numbers for shriram transport,1
capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and result in 60 people being laid off for around six weeks starting mid may it said,2
cargotec s sales totalled eur 3 4 billion in 2008 and it employs approximately 11 000 people,0
based upon its unique fiber expertise and innovative approach the company has a strong market position in several business areas in which it operates,1
bearish on omcs sandeep j shah sampriti capital,2
the air traffic of finland has been in stoppage since then,2
hedge funds thrive on macro bets,1
as a result of the merger the largest professional electronics and telecommunications technology contract manufacturing center in finland will be formed in sievi,0
digjam promoters settle case with sebi pay rs 13 27 lakh,0
it major wipro slips as q1 growth lags industry average,2
the devices also contains finnair s own application for compiling customer feed back and ideas for product development,0
samvat 2071 top nine stocks for diwali 2014 by microsec capital,0
reliance industries announces 10 year us dollar bond,0
